name,position,team,element,round,fixture,opponent_team,was_home,kickoff_time,value,selected,minutes,starts,total_points,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,bps,yellow_cards,red_cards,own_goals,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,clearances_blocks_interceptions,recoveries,tackles,influence,creativity,threat,ict_index,xP
Endo Wataru,MID,Liverpool,392,1,1,4,True,2025-08-15T19:00:00Z,50,7610,30,0,4,0,1,0,2,0,0,15,0,0,0,0.00,0.00,0.00,0.89,3,1,0,2,24.6,10.7,0.0,3.5,2.5
Mats Wieffer,MID,Brighton,173,1,3,10,True,2025-08-16T14:00:00Z,50,4812,90,1,4,0,0,0,1,0,0,17,0,0,0,0.02,0.02,0.04,0.76,18,8,5,5,24.8,2.8,21.0,4.9,1.5
İlkay Gündoğan,MID,Man City,420,1,7,20,False,2025-08-16T16:30:00Z,65,20021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.7
Pedro Porro Sauceda,DEF,Spurs,568,1,6,3,True,2025-08-16T14:00:00Z,55,2170796,90,1,6,0,0,1,0,0,0,26,0,0,0,0.02,0.26,0.28,0.94,4,2,4,2,21.2,42.8,1.0,6.5,3.8
Daichi Kamada,MID,Crystal Palace,271,1,8,7,False,2025-08-17T13:00:00Z,50,2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tyrique George,MID,Chelsea,243,1,8,8,True,2025-08-17T13:00:00Z,50,4627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.0
Andy Irving,MID,West Ham,621,1,5,17,False,2025-08-16T14:00:00Z,45,26335,8,0,1,0,0,0,1,0,0,6,0,0,0,0.00,0.06,0.06,0.04,2,0,1,1,4.4,14.8,0.0,1.9,1.5
Nick Pope,GK,Newcastle,469,1,2,2,False,2025-08-16T11:30:00Z,50,320357,90,1,9,0,0,1,0,3,2,32,0,0,0,0.00,0.00,0.00,0.20,0,1,16,0,27.0,0.0,0.0,2.7,3.6
Karl Hein,GK,Arsenal,3,1,9,14,False,2025-08-17T15:30:00Z,40,55400,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Ki-Jana Hoever,DEF,Wolves,638,1,7,13,True,2025-08-16T16:30:00Z,40,225356,72,1,1,0,0,0,3,0,0,0,0,0,0,0.00,0.14,0.14,2.22,7,5,2,2,17.6,19.8,0.0,3.7,0.5
Fer López González,MID,Wolves,645,1,7,13,True,2025-08-16T16:30:00Z,55,4451,18,0,1,0,0,0,1,0,0,5,0,0,0,0.08,0.02,0.10,0.24,0,0,0,0,3.4,0.6,19.0,2.3,1.5
Daniel James,MID,Leeds,353,1,10,9,True,2025-08-18T19:00:00Z,55,49896,77,1,3,0,0,1,0,0,0,6,0,0,0,0.14,0.05,0.19,0.28,2,1,1,0,6.2,15.7,11.0,3.3,1.5
Christopher Nkunku,MID,Chelsea,240,1,8,8,True,2025-08-17T13:00:00Z,60,22100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.6
Abdoullah Ba,MID,Sunderland,554,1,5,19,True,2025-08-16T14:00:00Z,45,26616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Mike Trésor Ndayishimiye,MID,Burnley,214,1,6,18,False,2025-08-16T14:00:00Z,45,7318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Matthew Cox,GK,Brentford,103,1,4,16,False,2025-08-17T13:00:00Z,40,13507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Darko Gyabi,MID,Leeds,361,1,10,9,True,2025-08-18T19:00:00Z,45,8337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Michael Obafemi,FWD,Burnley,219,1,6,18,False,2025-08-16T14:00:00Z,45,42665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Dwight McNeil,MID,Everton,300,1,10,11,False,2025-08-18T19:00:00Z,60,42538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.6
Jacob Ramsey,MID,Aston Villa,52,1,2,15,True,2025-08-16T11:30:00Z,55,60119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.5
Tom Edozie,MID,Wolves,651,1,7,13,True,2025-08-16T16:30:00Z,45,38576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Coby Ebere,MID,Everton,307,1,10,11,False,2025-08-18T19:00:00Z,45,3836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Diego Coppola,DEF,Brighton,144,1,3,10,True,2025-08-16T14:00:00Z,45,7225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.9
Amadou Onana,MID,Aston Villa,59,1,2,15,True,2025-08-16T11:30:00Z,50,148612,90,1,5,0,0,1,0,0,0,19,0,0,0,0.00,0.01,0.01,1.43,14,5,7,2,19.4,3.0,0.0,2.2,1.0
Giorgi Mamardashvili,GK,Liverpool,367,1,1,4,True,2025-08-15T19:00:00Z,45,44193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,3.3
Leon Bailey,MID,Aston Villa,49,1,2,15,True,2025-08-16T11:30:00Z,55,48742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Federico Chiesa,MID,Liverpool,385,1,1,4,True,2025-08-15T19:00:00Z,65,7924,8,0,6,1,0,0,0,0,0,29,0,0,0,0.16,0.00,0.16,0.00,1,0,0,1,35.2,0.3,17.0,5.3,3.2
Ryan Sessegnon,MID,Fulham,328,1,3,6,False,2025-08-16T14:00:00Z,55,3258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
John Stones,DEF,Man City,409,1,7,20,False,2025-08-16T16:30:00Z,55,58549,81,1,6,0,0,1,0,0,0,28,0,0,0,0.00,0.01,0.01,0.47,2,2,4,0,14.4,2.2,0.0,1.7,3.8
Isaac Heath,MID,Everton,308,1,10,11,False,2025-08-18T19:00:00Z,45,3885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Chris Rigg,MID,Sunderland,551,1,5,19,True,2025-08-16T14:00:00Z,50,6137,1,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.03,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Luke O'Nien,DEF,Sunderland,539,1,5,19,True,2025-08-16T14:00:00Z,40,2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Axel Tuanzebe,DEF,Burnley,198,1,6,18,False,2025-08-16T14:00:00Z,40,251170,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Séamus Coleman,DEF,Everton,294,1,10,11,False,2025-08-18T19:00:00Z,45,15163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.4
Carlos Alcaraz Durán,MID,Everton,301,1,10,11,False,2025-08-18T19:00:00Z,55,16836,85,1,1,0,0,0,1,0,0,8,1,0,0,0.03,0.01,0.04,1.87,6,1,4,1,7.6,2.4,21.0,3.1,2.5
Jeremy Sarmiento Morante,MID,Brighton,171,1,3,10,True,2025-08-16T14:00:00Z,50,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Matt Turner,GK,Nott'm Forest,504,1,4,5,True,2025-08-17T13:00:00Z,40,25695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ethan Wheatley,FWD,Man Utd,468,1,9,1,True,2025-08-17T15:30:00Z,45,12678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Roman Dixon,DEF,Everton,297,1,10,11,False,2025-08-18T19:00:00Z,40,20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Charlie Tasker,DEF,Brighton,156,1,3,10,True,2025-08-16T14:00:00Z,40,14149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Yoane Wissa,FWD,Brentford,135,1,4,16,False,2025-08-17T13:00:00Z,75,264591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Marc Guéhi,DEF,Crystal Palace,260,1,8,7,False,2025-08-17T13:00:00Z,45,1199617,90,1,6,0,0,1,0,0,0,22,0,0,0,0.00,0.00,0.00,1.60,6,5,1,1,13.8,10.0,2.0,2.6,1.4
Josh Cullen,MID,Burnley,205,1,6,18,False,2025-08-16T14:00:00Z,50,4247,90,1,4,0,0,0,3,0,0,21,0,0,0,0.00,0.28,0.28,2.32,12,5,4,3,23.8,59.4,0.0,8.3,1.0
Erling Haaland,FWD,Man City,430,1,7,20,False,2025-08-16T16:30:00Z,140,2283987,72,1,13,2,0,1,0,0,3,49,0,0,0,1.99,0.00,1.99,0.35,2,0,1,1,58.0,0.3,71.0,12.9,4.5
Djed Spence,DEF,Spurs,573,1,6,3,True,2025-08-16T14:00:00Z,45,118905,90,1,6,0,0,1,0,0,0,26,0,0,0,0.18,0.07,0.25,0.94,3,3,2,0,10.0,5.8,22.0,3.8,2.4
Julian Eyestone,GK,Brentford,104,1,4,16,False,2025-08-17T13:00:00Z,40,7121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Ármin Pécsi,GK,Liverpool,368,1,1,4,True,2025-08-15T19:00:00Z,40,7352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.0
Anton Stach,MID,Leeds,660,1,10,9,True,2025-08-18T19:00:00Z,50,24549,90,1,8,0,1,1,0,0,0,24,0,0,0,0.27,0.29,0.56,0.55,13,7,4,2,28.2,63.9,22.0,11.4,1.0
Jefferson Lerma Solís,MID,Crystal Palace,272,1,8,7,False,2025-08-17T13:00:00Z,50,6436,20,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.38,3,1,2,0,1.0,1.0,2.0,0.4,1.0
Jordan Beyer,DEF,Burnley,194,1,6,18,False,2025-08-16T14:00:00Z,40,17054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Jayden Danns,FWD,Liverpool,398,1,1,4,True,2025-08-15T19:00:00Z,45,13290,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.0
Rio Ngumoha,MID,Liverpool,686,1,1,4,True,2025-08-15T19:00:00Z,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.0
Brandon Austin,GK,Spurs,566,1,6,3,True,2025-08-16T14:00:00Z,40,28215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Zain Silcott-Duberry,MID,Bournemouth,95,1,1,12,False,2025-08-15T19:00:00Z,45,9256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Sepp van den Berg,DEF,Brentford,113,1,4,16,False,2025-08-17T13:00:00Z,45,37559,90,1,3,0,0,0,3,0,0,6,0,0,0,0.21,0.00,0.21,1.86,14,12,4,2,34.4,0.6,24.0,5.9,1.9
Aaron Wan-Bissaka,DEF,West Ham,610,1,5,17,False,2025-08-16T14:00:00Z,45,2496105,90,1,1,0,0,0,3,0,0,9,0,0,0,0.00,0.07,0.07,0.68,3,2,6,1,17.8,24.7,8.0,5.1,2.4
Enzo Le Fée,MID,Sunderland,547,1,5,19,True,2025-08-16T14:00:00Z,50,38041,14,0,1,0,0,0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.23,4,2,2,0,3.2,0.3,0.0,0.4,1.0
David Ozoh,MID,Crystal Palace,280,1,8,7,False,2025-08-17T13:00:00Z,45,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mark Gillespie,GK,Newcastle,471,1,2,2,False,2025-08-16T11:30:00Z,40,13228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Ethan Ampadu,MID,Leeds,354,1,10,9,True,2025-08-18T19:00:00Z,50,8869,77,1,3,0,0,1,0,0,0,12,0,0,0,0.00,0.02,0.02,0.28,8,2,3,3,10.8,4.9,2.0,1.8,1.0
Lino da Cruz Sousa,DEF,Aston Villa,45,1,2,15,True,2025-08-16T11:30:00Z,40,31163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Harrison Reed,MID,Fulham,336,1,3,6,False,2025-08-16T14:00:00Z,45,26860,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Vitalii Mykolenko,DEF,Everton,292,1,10,11,False,2025-08-18T19:00:00Z,50,94110,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.3
Matt Targett,DEF,Newcastle,484,1,2,2,False,2025-08-16T11:30:00Z,40,49800,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Frank Onyeka,MID,Brentford,128,1,4,16,False,2025-08-17T13:00:00Z,50,3753,21,0,4,0,1,0,0,0,0,9,0,0,0,0.00,0.00,0.00,0.00,1,0,1,0,0.0,0.1,2.0,0.1,1.5
Tijjani Reijnders,MID,Man City,427,1,7,20,False,2025-08-16T16:30:00Z,55,1819194,90,1,10,1,1,1,0,0,0,31,1,0,0,0.20,0.14,0.34,0.56,3,1,1,1,49.8,23.7,28.0,10.2,2.5
Igor Julio dos Santos de Paulo,DEF,Brighton,149,1,3,10,True,2025-08-16T14:00:00Z,45,3843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.9
Gabriel Słonina,GK,Chelsea,223,1,8,8,True,2025-08-17T13:00:00Z,40,9288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Manuel Akanji,DEF,Man City,404,1,7,20,False,2025-08-16T16:30:00Z,55,79945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,3.8
Bryan Mbeumo,MID,Man Utd,119,1,9,1,True,2025-08-17T15:30:00Z,80,1322663,90,1,2,0,0,0,1,0,0,17,0,0,0,0.42,0.05,0.47,1.31,6,1,5,0,10.6,21.4,49.0,8.1,2.1
Reece Welch,DEF,Everton,298,1,10,11,False,2025-08-18T19:00:00Z,40,14233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Lewis Cook,MID,Bournemouth,88,1,1,12,False,2025-08-15T19:00:00Z,50,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tyler Adams,MID,Bournemouth,85,1,1,12,False,2025-08-15T19:00:00Z,50,24156,90,1,4,0,0,0,3,0,0,11,0,0,0,0.00,0.10,0.10,2.10,19,8,6,5,21.6,1.7,4.0,2.7,0.5
Jamaal Lascelles,DEF,Newcastle,480,1,2,2,False,2025-08-16T11:30:00Z,45,8009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.4
Andrés García,DEF,Aston Villa,42,1,2,15,True,2025-08-16T11:30:00Z,40,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.1
Youri Tielemans,MID,Aston Villa,48,1,2,15,True,2025-08-16T11:30:00Z,60,220171,90,1,3,0,0,1,0,0,0,5,0,0,0,0.00,0.01,0.01,1.43,7,3,2,2,4.0,1.1,0.0,0.5,1.6
Will Lankshear,FWD,Spurs,598,1,6,3,True,2025-08-16T14:00:00Z,45,7803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Iwan Morgan,FWD,Brentford,137,1,4,16,False,2025-08-17T13:00:00Z,45,42804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Pierre Ekwah Elimby,MID,Sunderland,556,1,5,19,True,2025-08-16T14:00:00Z,45,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Crysencio Summerville,MID,West Ham,615,1,5,17,False,2025-08-16T14:00:00Z,55,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Philip Billing,MID,Bournemouth,89,1,1,12,False,2025-08-15T19:00:00Z,50,6642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Cristhian Mosquera,DEF,Arsenal,662,1,9,14,False,2025-08-17T15:30:00Z,55,12283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,3.8
Ethan Nwaneri,MID,Arsenal,25,1,9,14,False,2025-08-17T15:30:00Z,55,28200,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.5
Bryan Gil Salvatierra,MID,Spurs,590,1,6,3,True,2025-08-16T14:00:00Z,50,4754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2.0
Callum Olusesi,MID,Spurs,595,1,6,3,True,2025-08-16T14:00:00Z,45,18414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Elyh Harrison,GK,Man Utd,433,1,9,1,True,2025-08-17T15:30:00Z,40,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ellery Balcombe,GK,Brentford,102,1,4,16,False,2025-08-17T13:00:00Z,40,28995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Gustavo Nunes Fernandes Gomes,MID,Brentford,127,1,4,16,False,2025-08-17T13:00:00Z,50,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boubacar Traoré,MID,Wolves,649,1,7,13,True,2025-08-16T16:30:00Z,50,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Luka Vušković,DEF,Spurs,578,1,6,3,True,2025-08-16T14:00:00Z,40,107600,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.5
Kenny Tete,DEF,Fulham,322,1,3,6,False,2025-08-16T14:00:00Z,45,14602,90,1,2,0,0,0,1,0,0,17,0,0,0,0.00,0.01,0.01,1.48,7,4,5,3,13.0,1.7,0.0,1.5,1.9
Matt O'Riley,MID,Brighton,164,1,3,10,True,2025-08-16T14:00:00Z,55,11290,87,1,10,1,0,1,0,0,2,24,0,0,0,0.79,0.14,0.93,0.52,3,0,0,3,45.8,44.3,25.0,11.5,2.0
Carl Rushworth,GK,Brighton,141,1,3,10,True,2025-08-16T14:00:00Z,40,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Walter Benítez,GK,Crystal Palace,254,1,8,7,False,2025-08-17T13:00:00Z,40,38826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Ibrahim Sangaré,MID,Nott'm Forest,521,1,4,5,True,2025-08-17T13:00:00Z,50,4944,90,1,2,0,0,0,1,0,0,11,0,0,0,0.02,0.01,0.03,1.50,10,5,4,1,1.4,4.2,1.0,0.7,1.5
Zak Johnson,DEF,Sunderland,538,1,5,19,True,2025-08-16T14:00:00Z,40,21619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Brennan Johnson,MID,Spurs,580,1,6,3,True,2025-08-16T14:00:00Z,70,290641,79,1,8,1,0,1,0,0,0,30,0,0,0,0.50,0.06,0.56,0.94,3,1,1,1,40.4,27.1,20.0,8.8,2.8
Dominic Sadi,MID,Bournemouth,94,1,1,12,False,2025-08-15T19:00:00Z,45,5473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ian Poveda-Ocampo,MID,Sunderland,550,1,5,19,True,2025-08-16T14:00:00Z,50,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Rayan Aït-Nouri,DEF,Man City,402,1,7,20,False,2025-08-16T16:30:00Z,60,1969933,90,1,9,0,0,1,0,0,1,33,0,0,0,0.04,0.02,0.06,0.56,15,9,3,6,30.4,13.5,3.0,4.7,4.5
Carlos Baleba,MID,Brighton,167,1,3,10,True,2025-08-16T14:00:00Z,50,468058,68,1,3,0,0,1,0,0,0,10,0,0,0,0.02,0.01,0.03,0.52,11,4,6,1,4.0,11.9,1.0,1.7,1.5
James Wright,GK,Aston Villa,688,1,2,15,True,2025-08-16T11:30:00Z,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Jamie Bynoe-Gittens,MID,Chelsea,239,1,8,8,True,2025-08-17T13:00:00Z,65,28302,53,1,1,0,0,0,0,0,0,2,0,0,0,0.07,0.07,0.14,0.59,3,1,1,1,7.2,22.8,8.0,3.8,2.7
Dejan Kulusevski,MID,Spurs,583,1,6,3,True,2025-08-16T14:00:00Z,65,1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wilfried Gnonto,MID,Leeds,351,1,10,9,True,2025-08-18T19:00:00Z,55,35555,66,1,3,0,0,1,0,0,0,12,0,0,0,0.14,0.01,0.15,0.08,7,2,1,4,6.6,6.3,11.0,2.4,1.5
Lisandro Martínez,DEF,Man Utd,437,1,9,1,True,2025-08-17T15:30:00Z,50,19351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
El Hadji Malick Diouf,DEF,West Ham,603,1,5,17,False,2025-08-16T14:00:00Z,45,766379,90,1,1,0,0,0,3,0,0,4,0,0,0,0.16,0.07,0.23,0.68,3,3,3,0,10.8,30.7,10.0,5.2,2.4
Leon Chiwome,FWD,Wolves,657,1,7,13,True,2025-08-16T16:30:00Z,45,4090,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
João Victor Gomes da Silva,MID,Wolves,646,1,7,13,True,2025-08-16T16:30:00Z,55,11020,90,1,2,0,0,0,4,0,0,20,0,0,0,0.00,0.04,0.04,2.47,9,3,2,4,19.4,14.8,4.0,3.8,1.5
Jaydon Banel,MID,Burnley,213,1,6,18,False,2025-08-16T14:00:00Z,45,3392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.5
Kjell Scherpen,GK,Brighton,142,1,3,10,True,2025-08-16T14:00:00Z,40,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Levi Samuels Colwill,DEF,Chelsea,227,1,8,8,True,2025-08-17T13:00:00Z,50,41189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Harvey Elliott,MID,Liverpool,389,1,1,4,True,2025-08-15T19:00:00Z,55,15644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,3.0
Olivier Boscagli,DEF,Brighton,143,1,3,10,True,2025-08-16T14:00:00Z,45,11195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1.9
Takai Kōta,DEF,Spurs,577,1,6,3,True,2025-08-16T14:00:00Z,40,12757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.4
Jeremie Frimpong,DEF,Liverpool,370,1,1,4,True,2025-08-15T19:00:00Z,60,3010630,59,1,1,0,0,0,0,0,0,8,0,0,0,0.01,0.01,0.02,0.81,4,3,1,1,5.4,1.3,2.0,0.9,5.0
