id,web_name,first_name,second_name,team,element_type,now_cost,cost_change_start,cost_change_event,total_points,event_points,points_per_game,form,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,selected_by_percent,transfers_in_event,transfers_out_event,transfers_in,transfers_out,price_change_percent,cost_change_event_fall,cost_change_start_fall,status,chance_of_playing_next_round,news,news_added,ep_this,ep_next,team_join_date,birth_date
350,A.Becker,Alisson,Becker,14,1,55,0,0,2,2,2.0,2.0,90,1,0,0,0,2,0,0,3,0,7,0.00,0.00,0.00,1.58,0,3.7,15998,14130,15998,14130,0.6,0,0,a,,,,3.3,3.3,2018-07-19,1992-10-02
351,Mamardashvili,Giorgi,Mamardashvili,14,1,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,478,1559,478,1559,-37.5,0,0,a,,,,2.6,2.6,2024-08-27,2000-09-29
352,Woodman,Freddie,Woodman,14,1,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1.1,2216,4021,2216,4021,-5.5,0,0,a,,,,1.0,1.0,2025-07-01,1997-03-04
353,Pecsi,Armin,Pecsi,14,1,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0,364,0,364,0.0,0,0,u,0,Has joined TSV Hartberg on loan for the rest of the season,2026-08-18T14:11:18.638344Z,0.0,0.0,,
354,Jaros,Vitezslav,Jaros,14,1,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,109,136,109,136,-2.3,0,0,i,0,Knee injury - Unknown return date,2026-07-29T18:00:10.351066Z,0.0,0.0,2019-07-10,2001-07-23
355,Davies,Harvey,Davies,14,1,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,447,502,447,502,-0.3,0,0,a,,,,1.0,1.0,2021-03-09,2003-09-03
356,Virgil,Virgil,van Dijk,14,2,65,0,0,2,2,2.0,2.0,90,1,0,0,0,2,1,0,0,0,8,0.25,0.01,0.26,1.58,11,19.6,51841,52945,51841,52945,1.7,0,0,a,,,,3.1,3.1,2018-01-01,1991-07-08
357,Frimpong,Jeremie,Frimpong,14,2,55,0,0,0,0,0.0,0.0,90,1,0,0,0,2,1,0,0,0,3,0.01,0.09,0.10,1.58,2,3.5,16512,23345,16512,23345,-7.3,0,0,a,,,,2.5,2.5,2025-06-01,2000-12-10
358,Kerkez,Milos,Kerkez,14,2,55,0,0,0,0,0.0,0.0,90,1,0,0,0,2,1,0,0,0,3,0.02,0.02,0.04,1.58,7,3.6,10421,23522,10421,23522,-16.1,0,0,a,,,,2.5,2.5,2025-06-26,2003-11-07
359,Gomez,Joe,Gomez,14,2,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,59,324,59,324,-31.4,0,0,i,0,Muscular injury - Unknown return date,2026-07-26T08:30:10.078473Z,0.0,0.0,2015-06-20,1997-05-23
360,Bradley,Conor,Bradley,14,2,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,60,178,60,178,-22.2,0,0,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.565711Z,0.0,0.0,2023-09-25,2003-07-09
361,Lucky,Wellity,Lucky,14,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,448,822,448,822,-10.5,0,0,a,,,,1.0,1.0,,
362,Jacquet,Jeremy,Jacquet,14,2,50,0,0,1,1,1.0,1.0,69,1,0,0,0,2,0,0,0,0,9,0.00,0.02,0.02,1.04,3,2.4,15862,12503,15862,12503,2.6,0,0,a,100,,2026-07-23T12:01:23.581126Z,2.2,2.2,2026-07-01,2005-07-13
363,Leoni,Giovanni,Leoni,14,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,144,404,144,404,-10.0,0,0,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.596909Z,0.0,0.0,2025-08-15,2006-12-21
364,Tsimikas,Kostas,Tsimikas,14,2,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,274,710,274,710,-27.4,0,0,a,,,,2.2,2.2,2020-08-10,1996-05-12
365,Ramsay,Calvin,Ramsay,14,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,638,1586,638,1586,0.0,0,0,u,0,Has joined St Mirren on loan for the rest of the season,2026-08-26T14:05:26.748768Z,1.0,0.0,2022-06-19,2003-07-31
366,Wirtz,Florian,Wirtz,14,3,75,0,0,2,2,2.0,2.0,62,1,0,0,0,2,0,0,0,0,16,0.26,0.04,0.30,0.51,5,11.8,18262,78977,18262,78977,-23.6,0,0,a,,,,2.6,2.6,2025-06-20,2003-05-03
367,Gakpo,Cody,Gakpo,14,3,70,0,0,12,12,12.0,12.0,90,1,1,0,0,2,0,0,0,3,33,0.30,0.15,0.45,1.58,12,5.4,126050,15447,126050,15447,49.0,0,0,a,,,,2.5,2.5,2023-01-01,1999-05-07
368,Szoboszlai,Dominik,Szoboszlai,14,3,70,0,0,8,8,8.0,8.0,90,1,1,0,0,2,0,0,0,1,29,0.85,0.27,1.12,1.58,7,42.8,158294,44067,158294,44067,52.6,0,0,a,,,,2.5,2.5,2023-07-02,2000-10-25
369,Ngumoha,Rio,Ngumoha,14,3,60,0,0,2,2,2.0,2.0,62,1,0,0,0,2,0,0,0,0,9,0.04,0.02,0.06,0.51,3,1.1,4057,10152,4057,10152,-24.5,0,0,a,,,,2.2,2.2,2024-12-17,2008-08-29
370,Chiesa,Federico,Chiesa,14,3,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,538,2076,538,2076,-59.9,0,0,a,,,,2.0,2.0,2024-08-29,1997-10-25
371,Gravenberch,Ryan,Gravenberch,14,3,60,0,0,5,5,5.0,5.0,77,1,0,1,0,2,0,0,0,0,26,0.06,0.05,0.11,1.10,11,2.0,9972,10580,9972,10580,0.4,0,0,a,,,,2.2,2.2,2023-09-01,2002-05-16
372,Mac Allister,Alexis,Mac Allister,14,3,55,0,0,1,1,1.0,1.0,27,0,0,0,0,0,0,0,0,0,9,0.00,0.01,0.01,1.07,3,1.6,4626,15045,4626,15045,-28.7,0,0,a,,,,2.0,2.0,2023-06-14,1998-12-24
373,C.Jones,Curtis,Jones,14,3,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,26,866,26,866,-62.5,0,0,d,75,Hip injury - 75% chance of playing,2026-08-16T18:30:07.426408Z,1.5,1.5,2018-04-06,2001-01-30
374,Endo,Endo,Wataru,14,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,398,740,398,740,-22.5,0,0,a,100,,2026-07-23T12:01:23.612529Z,1.5,1.5,2023-08-18,1993-02-09
375,Nyoni,Trey,Nyoni,14,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,112,499,112,499,-49.4,0,0,a,,,,1.5,1.5,2023-11-11,2007-06-30
376,Bajcetic,Stefan,Bajčetić Maquieira,14,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,6,22,6,22,-16.2,0,0,i,0,Hamstring injury - Unknown return date,2026-07-23T12:01:23.628373Z,0.0,0.0,2022-07-11,2004-10-22
377,Munoz,Victor,Munoz,14,3,65,0,0,4,4,4.0,4.0,27,0,0,1,0,0,0,0,0,0,15,0.10,0.04,0.14,1.07,0,0.6,4414,3948,4414,3948,0.4,0,0,a,,,,2.3,2.3,2026-06-18,2003-07-13
378,McConnell,James,McConnell,14,3,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.3,740,2166,740,2166,-22.5,0,0,a,,,,1.0,1.0,2023-07-18,2004-09-13
379,Isak,Alexander,Isak,14,4,90,0,0,2,2,2.0,2.0,90,1,0,0,0,2,0,0,0,0,6,1.09,0.01,1.10,1.58,1,16.6,45203,65570,45203,65570,-5.2,0,0,a,,,,2.7,2.7,2025-09-01,1999-09-21
380,Ekitiké,Hugo,Ekitiké,14,4,75,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,569,3060,569,3060,-34.3,0,0,i,0,Achilles injury - Unknown return date,2026-07-23T12:01:23.643771Z,0.0,0.0,2025-07-23,2002-06-20
381,Koumas,Lewis,Koumas,14,3,50,0,0,1,1,1.0,1.0,12,0,0,0,0,0,0,0,0,0,4,0.03,0.00,0.03,0.48,1,0.0,111,142,111,142,-4.6,0,0,a,,,,1.5,1.5,2023-07-18,2005-09-19
382,Danns,Jayden,Danns,14,4,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,219,411,219,411,-9.2,0,0,i,0,Unspecified injury - Unknown return date,2026-07-23T12:01:23.659279Z,0.0,0.0,,
383,Elliott,Harvey,Elliott,14,3,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,269,879,269,879,-43.6,0,0,a,,,,2.0,2.0,2019-07-28,2003-04-04
579,Araujo,Ronald,Araujo,14,2,55,0,0,1,1,1.0,1.0,20,0,0,0,0,0,0,0,0,0,3,0.00,0.03,0.03,0.54,4,2.7,20053,24286,20053,24286,-4.2,0,0,a,,,,2.5,2.5,2026-08-10,1999-03-07
238,Grealish,Jack,Grealish,15,3,65,0,0,1,1,1.0,1.0,8,0,0,0,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,1,0.2,888,1509,888,1509,-12.7,0,0,a,100,,2026-07-29T10:00:10.492904Z,2.3,2.3,2021-08-05,1995-09-10
384,Donnarumma,Gianluigi,Donnarumma,15,1,55,0,0,3,3,3.0,3.0,90,1,0,0,0,1,0,0,3,0,12,0.00,0.00,0.00,0.65,0,8.3,23028,31642,23028,31642,-3.6,0,0,a,,,,3.3,3.3,2025-09-01,1999-02-25
386,Bettinelli,Marcus,Bettinelli,15,1,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,101,172,101,172,-9.8,0,0,a,,,,1.9,1.9,2025-06-10,1992-05-24
387,O'Reilly,Nico,O'Reilly,15,2,65,0,0,2,2,2.0,2.0,62,1,0,0,0,1,0,0,0,0,5,0.07,0.41,0.48,0.55,2,21.1,48835,72881,48835,72881,-4.4,0,0,a,,,,3.1,3.1,2022-12-16,2005-03-21
388,Guéhi,Marc,Guéhi,15,2,60,0,0,10,10,10.0,10.0,90,1,1,0,0,1,0,0,0,2,31,0.89,0.32,1.21,0.65,4,19.0,129781,26868,129781,26868,41.1,0,0,a,,,,2.8,2.8,2026-01-19,2000-07-13
389,Matheus N.,Matheus,Nunes,15,2,60,0,0,1,1,1.0,1.0,33,0,0,0,0,0,0,0,0,0,4,0.00,0.04,0.04,0.10,1,1.6,2775,8138,2775,8138,-14.6,0,0,a,100,,2026-08-16T18:30:07.457097Z,2.8,2.8,2023-09-01,1998-08-27
390,Rúben,Rúben,dos Santos Gato Alves Dias,15,2,55,0,0,2,2,2.0,2.0,90,1,0,0,0,1,0,0,0,0,11,0.00,0.14,0.14,0.65,6,1.8,7583,8820,7583,8820,0.1,0,0,a,,,,2.5,2.5,2020-09-29,1997-05-14
391,Gvardiol,Joško,Gvardiol,15,2,55,0,0,9,9,9.0,9.0,90,1,1,0,0,1,0,0,0,1,28,0.19,0.05,0.24,0.65,7,13.0,150394,21944,150394,21944,53.0,0,0,a,,,,2.5,2.5,2023-08-05,2002-01-23
392,Aït-Nouri,Rayan,Aït-Nouri,15,2,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.8,2182,11318,2182,11318,-54.1,0,0,a,,,,2.5,2.5,2025-06-09,2001-06-06
393,Khusanov,Abdukodir,Khusanov,15,2,55,0,0,2,2,2.0,2.0,90,1,0,0,0,1,0,0,0,0,14,0.00,0.02,0.02,0.65,4,1.8,4750,10136,4750,10136,-12.9,0,0,a,,,,2.5,2.5,2025-01-20,2004-02-29
394,Alleyne,Max,Alleyne,15,2,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0,286,0,286,0.0,0,0,u,0,Has joined Burnley on loan for the rest of the season,2026-08-18T14:11:56.324656Z,0.0,0.0,2022-12-16,2005-07-21
395,Lewis,Rico,Lewis,15,2,45,0,0,1,1,1.0,1.0,56,1,0,0,0,1,0,0,0,0,-1,0.17,0.02,0.19,0.55,2,0.2,2563,1775,2563,1775,0.5,0,0,a,,,,1.7,1.7,2022-07-16,2004-11-21
396,Vitor Reis,Vitor,de Oliveira Nunes dos Reis,15,2,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,84,164,84,164,-15.5,0,0,a,,,,1.7,1.7,2025-01-21,2006-01-12
397,Semenyo,Antoine,Semenyo,15,3,85,0,0,2,2,2.0,2.0,90,1,0,0,0,1,0,0,0,0,16,0.06,0.02,0.08,0.65,5,24.8,32357,109555,32357,109555,-12.7,0,0,a,,,,2.9,2.9,2026-01-09,2000-01-07
398,Foden,Phil,Foden,15,3,70,0,0,1,1,1.0,1.0,81,1,0,0,0,1,1,0,0,0,15,0.12,0.40,0.52,0.65,6,4.2,12944,28665,12944,28665,-16.6,0,0,a,,,,2.5,2.5,2016-12-05,2000-05-28
399,Cherki,Rayan,Cherki,15,3,75,0,0,8,8,8.0,8.0,27,0,0,2,0,0,0,0,0,1,28,0.00,0.50,0.50,0.10,0,10.0,136533,27121,136533,27121,50.6,0,0,a,,,,2.6,2.6,2025-06-10,2003-08-17
400,Doku,Jérémy,Doku,15,3,75,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1.4,403,52337,403,52337,-74.6,0,0,i,0,Calf injury - Expected back 5 Sep,2026-08-18T17:00:08.385597Z,0.0,0.0,2023-08-24,2002-05-27
401,Marmoush,Omar,Marmoush,15,4,70,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1.0,13369,13181,13369,13181,-4.7,0,0,a,,,,2.2,2.2,2025-01-23,1999-02-07
402,Rodrigo,Rodrigo 'Rodri',Hernandez Cascante,15,3,65,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0,708,0,708,0.0,0,0,u,0,Has joined Barcelona permanently,2026-07-23T12:01:23.675537Z,0.0,0.0,2019-07-04,1996-06-22
404,Reijnders,Tijjani,Reijnders,15,3,60,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,0,4682,0,4682,0.0,0,0,u,0,Has joined Al Qadsiah permanently,2026-08-20T14:02:58.154273Z,0.0,0.0,2025-06-10,1998-07-29
405,N.Gonzalez,Nico,González Iglesias,15,3,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,780,1162,780,1162,-12.4,0,0,a,,,,2.0,2.0,2025-02-03,2002-01-03
406,Kovačić,Mateo,Kovačić,15,3,55,0,0,1,1,1.0,1.0,27,0,0,0,0,0,0,0,0,0,3,0.00,0.01,0.01,0.10,2,0.1,602,916,602,916,-15.8,0,0,a,,,,2.0,2.0,2023-06-27,1994-05-06
407,Echeverri,Claudio,Echeverri,15,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,75,200,75,200,-34.1,0,0,a,,,,1.5,1.5,2024-01-25,2006-01-02
408,Phillips,Kalvin,Phillips,15,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0,253,0,253,0.0,0,0,u,0,Has joined Sheffield United on loan for the rest of the season,2026-08-18T14:11:56.348781Z,0.0,0.0,2022-07-04,1995-12-02
409,Mukasa,Divine,Mukasa,15,3,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,762,1829,762,1829,-25.8,0,0,a,,,,1.0,1.0,2025-08-07,2007-08-22
410,Monga,Jeremy,Monga,15,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,64,207,64,207,-39.5,0,0,a,,,,1.5,1.5,2026-07-11,2009-07-10
411,Haaland,Erling,Haaland,15,4,155,0,0,2,2,2.0,2.0,90,1,0,0,0,1,0,0,0,0,6,0.74,0.02,0.76,0.65,3,68.2,46559,68247,46559,68247,-1.6,0,0,a,,,,4.0,4.0,2022-07-01,2000-07-21
481,Anderson,Elliot,Anderson,15,3,65,0,0,2,2,2.0,2.0,62,1,0,0,0,1,0,0,0,0,14,0.00,0.25,0.25,0.55,6,6.4,5686,117782,5686,117782,-50.2,0,0,d,75,Knock - 75% chance of playing,2026-08-23T17:00:07.952697Z,2.3,1.7,2026-07-02,2002-11-06
587,Rulli,Gerónimo,Rulli,15,1,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,74,159,74,159,0.0,0,0,a,,,,2.6,2.6,2026-08-12,1992-05-20
43,Tielemans,Youri,Tielemans,16,3,60,0,0,2,2,2.0,2.0,66,1,0,0,0,2,0,0,0,0,13,0.04,0.11,0.15,0.94,5,2.4,9111,25198,9111,25198,-32.6,0,0,a,100,,2026-07-23T12:01:23.321726Z,2.2,2.2,2026-07-14,1997-05-07
131,Baleba,Carlos,Baleba,16,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,1928,3156,1928,3156,-11.4,0,0,i,0,Ankle injury - Unknown return date,2026-08-06T16:00:10.997714Z,0.0,0.0,2026-08-25,2004-01-03
162,Andrey Santos,Andrey,Nascimento dos Santos,16,3,50,0,0,2,2,2.0,2.0,66,1,0,0,0,2,0,0,0,0,17,0.00,0.23,0.23,0.94,9,1.0,5641,11151,5641,11151,-24.6,0,0,a,,,,1.5,1.5,2026-07-13,2004-05-03
325,Darlow,Karl,Darlow,16,1,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,181,183,181,183,0.0,0,0,a,100,,2026-07-23T12:01:23.549136Z,1.4,1.9,2026-06-14,1990-10-08
412,Lammens,Senne,Lammens,16,1,50,0,0,1,1,1.0,1.0,90,1,0,0,0,2,0,0,2,0,7,0.00,0.00,0.00,1.01,0,15.8,21731,63584,21731,63584,-9.5,0,0,a,,,,2.6,2.6,2025-09-01,2002-07-07
413,Bayindir,Altay,Bayındır,16,1,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0,498,0,498,0.0,0,0,u,0,Has joined Celta Vigo on loan for the rest of the season,2026-08-10T14:02:28.608415Z,0.0,0.0,2023-09-01,1998-04-14
414,Heaton,Tom,Heaton,16,1,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.1,139,787,139,787,-12.7,0,0,i,0,Hamstring injury - Unknown return date,2026-08-15T16:00:07.854151Z,0.0,0.0,2021-07-02,1986-04-15
415,Dorgu,Patrick,Dorgu,16,3,60,0,0,0,0,0.0,0.0,45,1,0,0,0,2,1,0,0,0,-11,0.47,0.03,0.50,0.92,1,1.2,3509,19755,3509,19755,-71.1,0,0,a,,,,2.2,2.2,2025-02-02,2004-10-26
416,De Ligt,Matthijs,de Ligt,16,2,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,92,405,92,405,-24.6,0,0,i,0,Back injury - Unknown return date,2026-07-23T12:01:23.690880Z,0.0,0.0,2024-08-13,1999-08-12
417,Dalot,Diogo,Dalot Teixeira,16,2,50,0,0,1,1,1.0,1.0,10,0,0,0,0,0,0,0,0,0,6,0.00,0.00,0.00,0.00,3,2.6,6151,21994,6151,21994,-27.9,0,0,a,,,,2.2,2.2,2018-06-08,1999-03-18
418,Maguire,Harry,Maguire,16,2,50,0,0,1,1,1.0,1.0,90,1,0,0,0,2,0,0,0,0,15,0.04,0.40,0.44,1.01,4,17.3,34724,72427,34724,72427,-8.1,0,0,a,,,,2.2,2.2,2019-08-05,1993-03-05
419,Martinez,Lisandro,Martínez,16,2,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1.3,5585,13630,5585,13630,-28.8,0,0,a,100,,2026-07-24T20:00:10.337107Z,2.2,2.2,2022-07-17,1998-01-18
420,Yoro,Leny,Yoro,16,2,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.7,1339,7688,1339,7688,-48.2,0,0,a,,,,2.2,2.2,2024-07-19,2005-11-13
421,Heaven,Ayden,Heaven,16,2,45,0,0,1,1,1.0,1.0,90,1,0,0,0,2,0,0,0,0,5,0.12,0.04,0.16,1.01,2,0.4,2273,2970,2273,2970,-7.1,0,0,a,,,,1.7,1.7,2025-02-01,2006-09-22
422,Mazraoui,Noussair,Mazraoui,16,2,45,0,0,1,1,1.0,1.0,79,1,0,0,0,2,0,0,0,0,8,0.22,0.05,0.27,1.01,5,0.7,4111,4405,4111,4405,0.1,0,0,a,,,,1.7,1.7,2024-08-13,1997-11-14
423,Shaw,Luke,Shaw,16,2,45,0,0,1,1,1.0,1.0,90,1,0,0,0,2,0,0,0,0,13,0.00,0.26,0.26,1.01,4,20.0,28305,84176,28305,84176,-11.1,0,0,a,,,,1.7,1.7,2014-07-01,1995-07-12
424,Amass,Harry,Amass,16,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,690,1474,690,1474,-14.7,0,0,a,,,,1.0,1.0,2024-04-06,2007-03-16
425,Fredricson,Tyler,Fredricson,16,2,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0,569,0,569,0.0,0,0,u,0,Has joined Lausanne-Sport permanently,2026-08-18T14:12:31.904433Z,0.0,0.0,2022-09-07,2005-02-23
426,B.Fernandes,Bruno,Borges Fernandes,16,3,120,0,0,2,2,2.0,2.0,90,1,0,0,0,2,0,0,0,0,18,0.08,0.26,0.34,1.01,6,49.1,29932,154143,29932,154143,-10.5,0,0,a,,,,4.0,4.0,2020-01-30,1994-09-08
427,Mbeumo,Bryan,Mbeumo,16,3,80,0,0,2,2,2.0,2.0,90,1,0,0,0,2,0,0,0,0,12,0.50,0.23,0.73,1.01,4,36.5,49392,142432,49392,142432,-11.2,0,0,a,,,,2.8,2.8,2025-07-21,1999-08-07
428,Cunha,Matheus,Santos Carneiro da Cunha,16,3,80,0,0,2,2,2.0,2.0,79,1,0,0,0,2,0,0,0,0,14,0.24,0.21,0.45,1.01,3,9.6,17864,63458,17864,63458,-22.1,0,0,a,,,,2.8,2.8,2025-06-01,1999-05-27
429,Rashford,Marcus,Rashford,16,3,70,0,0,1,1,1.0,1.0,45,0,0,0,0,0,0,0,0,0,9,0.00,0.10,0.10,0.09,1,1.7,10861,15612,10861,15612,-12.5,0,0,a,,,,2.5,2.5,2015-07-01,1997-10-31
430,Mount,Mason,Mount,16,3,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,28,555,28,555,-29.7,0,0,d,75,Foot injury - 75% chance of playing,2026-08-15T16:00:07.879135Z,1.0,1.5,2023-07-05,1999-01-10
431,Amad,Amad,Diallo,16,3,60,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1.2,1441,38838,1441,38838,-97.3,0,0,d,75,Unspecified injury - 75% chance of playing,2026-08-22T11:00:08.617283Z,2.2,1.6,2021-01-07,2002-07-11
432,Mainoo,Kobbie,Mainoo,16,3,55,0,0,1,1,1.0,1.0,23,0,0,0,0,0,0,0,0,0,7,0.07,0.01,0.08,0.07,1,1.0,2491,10292,2491,10292,-41.3,0,0,a,,,,2.0,2.0,2022-10-15,2005-04-19
433,Ugarte,Manuel,Ugarte Ribeiro,16,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,17,78,17,78,-33.2,0,0,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.706702Z,0.0,0.0,2024-08-30,2001-04-11
434,J.Fletcher,Jack,Fletcher,16,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,34,121,34,121,-33.6,0,0,a,,,,1.5,1.5,2024-07-12,2007-03-19
435,Lacey,Shea,Lacey,16,3,50,0,0,1,1,1.0,1.0,10,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.00,1,0.0,240,435,240,435,-17.9,0,0,a,,,,1.5,1.5,2025-05-26,2007-04-14
436,Collyer,Toby,Collyer,16,3,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,47,183,47,183,-39.0,0,0,a,,,,1.5,1.5,2023-07-01,2004-01-03
437,Bendito Mantato,Bendito,Mantato,16,3,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.2,798,1806,798,1806,-21.7,0,0,a,,,,1.0,1.0,,
438,Fletcher,Tyler,Fletcher,16,3,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.3,1087,3013,1087,3013,-24.4,0,0,a,,,,1.0,1.0,2025-05-26,2007-03-19
439,Šeško,Benjamin,Sesko,16,4,70,0,0,1,1,1.0,1.0,23,0,0,0,0,0,0,0,0,0,2,0.04,0.00,0.04,0.07,0,1.7,19918,10786,19918,10786,4.5,0,0,a,100,,2026-07-23T12:01:23.722029Z,1.7,2.2,2025-08-09,2003-05-31
440,Zirkzee,Joshua,Zirkzee,16,4,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.6,1624,9104,1624,9104,-69.4,0,0,a,,,,1.8,1.8,2024-07-17,2001-05-22
441,Obi,Chido,Obi,16,4,45,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1.1,4635,8481,4635,8481,-13.9,0,0,a,,,,1.0,1.0,2025-02-15,2007-11-29
